aux	inflected	infinitive
was	mending	mend
was	clashing	clash
was	breaking	break
was	showing	show
was	ambling	amble
was	optimizing	optimize
was	whizzing	whizz
was	welcoming	welcome
was	reminiscing	reminisce
was	dreaming	dream
was	sequestering	sequester
was	simmering	simmer
was	punting	punt
was	straying	stray
was	overtaking	overtake
was	combing	comb
was	maturing	mature
was	hauling	haul
was	channelling	channel
was	pumping	pump
was	hiding	hide
was	withholding	withhold
was	ripping	rip
was	dislodging	dislodge
was	canvassing	canvass
was	transforming	transform
was	trawling	trawl
was	amplifying	amplify
was	collapsing	collapse
was	incinerating	incinerate
was	loading	load
was	emanating	emanate
was	shattering	shatter
was	overpowering	overpower
was	inspecting	inspect
was	ingesting	ingest
was	sparing	spare
was	honoring	honor
was	reaching	reach
was	alleging	allege
was	decrying	decry
was	demanding	demand
was	hissing	hiss
was	tickling	tickle
was	ascending	ascend
was	defying	defy
was	auditioning	audition
was	tangling	tangle
was	materializing	materialize
was	instituting	institute
was	splitting	split
was	accelerating	accelerate
was	walking	walk
was	besieging	besiege
was	scoffing	scoff
was	offloading	offload
was	alluding	allude
was	constricting	constrict
was	innovating	innovate
was	invoking	invoke
was	funnelling	funnel
was	announcing	announce
was	hiving	hive
was	falsifying	falsify
was	parroting	parrot
was	correlating	correlate
was	bilking	bilk
was	dismantling	dismantle
was	sprinkling	sprinkle
was	lodging	lodge
was	learning	learn
was	revaluing	revalue
was	orbiting	orbit
was	vanquishing	vanquish
was	trebling	treble
was	implying	imply
was	harming	harm
was	deducting	deduct
was	blurting	blurt
was	flaring	flare
was	deserting	desert
was	seizing	seize
was	mugging	mug
was	resorting	resort
was	basing	base
was	frisking	frisk
was	festering	fester
was	punishing	punish
was	awakening	awaken
was	outperforming	outperform
was	rehearsing	rehearse
was	slandering	slander
was	foreseeing	foresee
was	draining	drain
was	reigniting	reignite
was	vaulting	vault
was	anointing	anoint
was	bailing	bail
was	agitating	agitate
was	disparaging	disparage
was	inaugurating	inaugurate
was	trotting	trot
was	inflating	inflate
was	ruling	rule
was	deteriorating	deteriorate
was	tanning	tan
was	blanketing	blanket
was	chanting	chant
was	rebuking	rebuke
was	farming	farm
was	freezing	freeze
was	spooning	spoon
was	switching	switch
was	hoarding	hoard
was	sipping	sip
was	excusing	excuse
was	profiting	profit
was	swaying	sway
was	terrorizing	terrorize
was	marvelling	marvel
was	reproducing	reproduce
was	stumbling	stumble
was	reviving	revive
was	withstanding	withstand
was	obsessing	obsess
was	rewriting	rewrite
was	sidling	sidle
was	grieving	grieve
was	necessitating	necessitate
was	bouncing	bounce
was	fuming	fume
was	simplifying	simplify
was	waking	wake
was	irking	irk
was	subbing	sub
was	outliving	outlive
was	automating	automate
was	prospering	prosper
was	scampering	scamper
was	vacating	vacate
was	penalizing	penalize
was	damming	dam
was	affecting	affect
was	squinting	squint
was	zipping	zip
was	committing	commit
was	quickening	quicken
was	polarizing	polarize
was	aging	age
was	interacting	interact
was	ironing	iron
was	overhearing	overhear
was	wailing	wail
was	victimizing	victimize
was	nullifying	nullify
was	restating	restate
was	snubbing	snub
was	indoctrinating	indoctrinate
was	invading	invade
was	competing	compete
was	broadening	broaden
was	listing	list
was	confiding	confide
was	feeling	feel
was	liaising	liaise
was	relaying	relay
was	remaking	remake
was	antagonizing	antagonize
was	footing	foot
was	rewiring	rewire
was	encoding	encode
was	grinning	grin
was	rescheduling	reschedule
was	relying	rely
was	sponsoring	sponsor
was	rejecting	reject
was	extinguishing	extinguish
was	recounting	recount
was	locking	lock
was	succumbing	succumb
was	vaccinating	vaccinate
was	bankrupting	bankrupt
was	reshaping	reshape
was	stirring	stir
was	beating	beat
was	subsiding	subside
was	conversing	converse
was	pitting	pit
was	malfunctioning	malfunction
was	opining	opine
was	embellishing	embellish
was	restructuring	restructure
was	perishing	perish
was	furnishing	furnish
was	tracking	track
was	complying	comply
was	plotting	plot
was	resenting	resent
was	surfacing	surface
was	specializing	specialize
was	adjourning	adjourn
was	excluding	exclude
was	vanishing	vanish
was	disclosing	disclose
was	hindering	hinder
was	lying	lie
was	cleaning	clean
was	seceding	secede
was	mauling	maul
was	exhorting	exhort
was	wincing	wince
was	countering	counter
was	collating	collate
was	playing	play
was	redirecting	redirect
was	cajoling	cajole
was	resulting	result
was	pairing	pair
was	creaking	creak
was	rejuvenating	rejuvenate
was	permitting	permit
was	ignoring	ignore
was	shunning	shun
was	harbouring	harbour
was	testing	test
was	crowding	crowd
was	dissipating	dissipate
was	resuming	resume
was	harking	hark
was	consolidating	consolidate
was	assuaging	assuage
was	launching	launch
was	abating	abate
was	presaging	presage
was	boosting	boost
was	presuming	presume
was	converging	converge
was	segregating	segregate
was	irrigating	irrigate
was	parachuting	parachute
was	proliferating	proliferate
was	sickening	sicken
was	yanking	yank
was	eliciting	elicit
was	scowling	scowl
was	scouting	scout
was	having	have
was	hesitating	hesitate
was	retracing	retrace
was	amending	amend
was	dealing	deal
was	considering	consider
was	surfing	surf
was	confusing	confuse
was	damping	damp
was	defrosting	defrost
was	hiking	hike
was	hewing	hew
was	raging	rage
was	deflecting	deflect
was	oozing	ooze
was	confounding	confound
was	clamping	clamp
was	loaning	loan
was	sneezing	sneeze
was	castigating	castigate
was	sympathizing	sympathize
was	botching	botch
was	meaning	mean
was	careening	careen
was	reining	rein
was	arresting	arrest
was	plunking	plunk
was	trekking	trek
was	scrutinizing	scrutinize
was	swimming	swim
was	intruding	intrude
was	buttressing	buttress
was	flourishing	flourish
was	encrypting	encrypt
was	caring	care
was	exhuming	exhume
was	sniping	snipe
was	appraising	appraise
was	broaching	broach
was	throttling	throttle
was	grappling	grapple
was	copying	copy
was	denigrating	denigrate
was	anticipating	anticipate
was	squirting	squirt
was	procuring	procure
was	repackaging	repackage
was	marketing	market
was	pressuring	pressure
was	squirming	squirm
was	cuddling	cuddle
was	rumbling	rumble
was	adding	add
was	collaborating	collaborate
was	incubating	incubate
was	thinking	think
was	worsening	worsen
was	miming	mime
was	igniting	ignite
was	strangling	strangle
was	diverting	divert
was	roaming	roam
was	stalling	stall
was	discarding	discard
was	entitling	entitle
was	blurring	blur
was	frolicking	frolic
was	adjudicating	adjudicate
was	lunging	lunge
was	honing	hone
was	stitching	stitch
was	muddling	muddle
was	deploying	deploy
was	screwing	screw
was	dispelling	dispel
was	quashing	quash
was	underperforming	underperform
was	stomping	stomp
was	cushioning	cushion
was	pardoning	pardon
was	grousing	grouse
was	continuing	continue
was	battening	batten
was	aiming	aim
was	returning	return
was	predicting	predict
was	differing	differ
was	searching	search
was	exposing	expose
was	quadrupling	quadruple
was	handing	hand
was	disseminating	disseminate
was	displacing	displace
was	accruing	accrue
was	solidifying	solidify
was	restoring	restore
was	measuring	measure
was	ramming	ram
was	rolling	roll
was	planting	plant
was	digesting	digest
was	highlighting	highlight
was	toughening	toughen
was	regrouping	regroup
was	exploding	explode
was	depending	depend
was	imbuing	imbue
was	proffering	proffer
was	exonerating	exonerate
was	visiting	visit
was	cashing	cash
was	depressing	depress
was	adapting	adapt
was	possessing	possess
was	ascertaining	ascertain
was	interviewing	interview
was	underpinning	underpin
was	strolling	stroll
was	ambushing	ambush
was	mailing	mail
was	whistling	whistle
was	reestablishing	reestablish
was	licking	lick
was	circulating	circulate
was	resting	rest
was	trending	trend
was	repositioning	reposition
was	alerting	alert
was	inflicting	inflict
was	effecting	effect
was	commencing	commence
was	generating	generate
was	improving	improve
was	lagging	lag
was	battling	battle
was	mourning	mourn
was	stopping	stop
was	rocking	rock
was	increasing	increase
was	breastfeeding	breastfeed
was	badgering	badger
was	concealing	conceal
was	maligning	malign
was	christening	christen
was	anchoring	anchor
was	distorting	distort
was	distancing	distance
was	climbing	climb
was	rescuing	rescue
was	accomplishing	accomplish
was	aspiring	aspire
was	ruffing	ruff
was	annihilating	annihilate
was	wavering	waver
was	sweetening	sweeten
was	imprisoning	imprison
was	decelerating	decelerate
was	retelling	retell
was	pooling	pool
was	splashing	splash
was	gearing	gear
was	rupturing	rupture
was	buoying	buoy
was	reactivating	reactivate
was	cloaking	cloak
was	brimming	brim
was	triggering	trigger
was	rooting	root
was	shadowing	shadow
was	enveloping	envelop
was	skimping	skimp
was	overspending	overspend
was	giving	give
was	commiserating	commiserate
was	dispersing	disperse
was	reclining	recline
was	acting	act
was	shackling	shackle
was	crediting	credit
was	fidgeting	fidget
was	sharpening	sharpen
was	outdoing	outdo
was	pulling	pull
was	aggravating	aggravate
was	diminishing	diminish
was	constituting	constitute
was	vibrating	vibrate
was	fainting	faint
was	abolishing	abolish
was	culminating	culminate
was	internalizing	internalize
was	straining	strain
was	colonizing	colonize
was	shying	shy
was	backing	back
was	calculating	calculate
was	saluting	salute
was	apportioning	apportion
was	recurring	recur
was	dwarfing	dwarf
was	sculpting	sculpt
was	acquiescing	acquiesce
was	estimating	estimate
was	healing	heal
was	pinpointing	pinpoint
was	juxtaposing	juxtapose
was	outlasting	outlast
was	renovating	renovate
was	beckoning	beckon
was	cheating	cheat
was	benefiting	benefit
was	peeing	pee
was	heightening	heighten
was	timing	time
was	coming	come
was	forfeiting	forfeit
was	barricading	barricade
was	communicating	communicate
was	taping	tape
was	imperiling	imperil
was	burgling	burgle
was	evoking	evoke
was	incorporating	incorporate
was	refuelling	refuel
was	configuring	configure
was	rivalling	rival
was	relaunching	relaunch
was	contacting	contact
was	beefing	beef
was	cramming	cram
was	stiffening	stiffen
was	lunching	lunch
was	arranging	arrange
was	fermenting	ferment
was	belonging	belong
was	capturing	capture
was	extorting	extort
was	molesting	molest
was	repurchasing	repurchase
was	cannibalizing	cannibalize
was	supporting	support
was	bristling	bristle
was	dominating	dominate
was	freshening	freshen
was	fuelling	fuel
was	preventing	prevent
was	unfurling	unfurl
was	comprising	comprise
was	dispensing	dispense
was	forestalling	forestall
was	underplaying	underplay
was	clapping	clap
was	begging	beg
was	championing	champion
was	minding	mind
was	filing	file
was	mining	mine
was	flickering	flicker
was	tumbling	tumble
was	appearing	appear
was	dating	date
was	tampering	tamper
was	telegraphing	telegraph
was	assigning	assign
was	retrieving	retrieve
was	finishing	finish
was	pressing	press
was	lowering	lower
was	emptying	empty
was	retaining	retain
was	booing	boo
was	spinning	spin
was	skyrocketing	skyrocket
was	precluding	preclude
was	disembarking	disembark
was	humming	hum
was	regaling	regale
was	shortchanging	shortchange
was	forging	forge
was	catalyzing	catalyze
was	ranking	rank
was	prohibiting	prohibit
was	impersonating	impersonate
was	renewing	renew
was	saying	say
was	persisting	persist
was	scorning	scorn
was	pillaging	pillage
was	flanking	flank
was	transferring	transfer
was	twitching	twitch
was	gobbling	gobble
was	garnering	garner
was	impoverishing	impoverish
was	petitioning	petition
was	baffling	baffle
was	offending	offend
was	stacking	stack
was	tipping	tip
was	clutching	clutch
was	exiting	exit
was	gloating	gloat
was	storing	store
was	jacking	jack
was	engendering	engender
was	excoriating	excoriate
was	mincing	mince
was	sizing	size
was	overrunning	overrun
was	intertwining	intertwine
was	strengthening	strengthen
was	scheduling	schedule
was	flexing	flex
was	digging	dig
was	vindicating	vindicate
was	compressing	compress
was	certifying	certify
was	retaking	retake
was	hydrating	hydrate
was	redeeming	redeem
was	nationalizing	nationalize
was	stagnating	stagnate
was	appointing	appoint
was	colluding	collude
was	framing	frame
was	sharing	share
was	erecting	erect
was	attending	attend
was	instructing	instruct
was	obeying	obey
was	trumpeting	trumpet
was	undercutting	undercut
was	assuring	assure
was	guzzling	guzzle
was	accompanying	accompany
was	caucusing	caucus
was	distilling	distill
was	widening	widen
was	flowing	flow
was	placating	placate
was	absorbing	absorb
was	ruining	ruin
was	diagnosing	diagnose
was	doubling	double
was	labelling	label
was	masquerading	masquerade
was	chewing	chew
was	varying	vary
was	thwarting	thwart
was	debating	debate
was	bragging	brag
was	invigorating	invigorate
was	pounding	pound
was	lecturing	lecture
was	recording	record
was	decomposing	decompose
was	overstaying	overstay
was	deciding	decide
was	secreting	secrete
was	swarming	swarm
was	protesting	protest
was	posing	pose
was	wobbling	wobble
was	insisting	insist
was	unwinding	unwind
was	frowning	frown
was	conceiving	conceive
was	idling	idle
was	augmenting	augment
was	paralyzing	paralyze
was	idolizing	idolize
was	deliberating	deliberate
was	rejoining	rejoin
was	deceiving	deceive
was	reclaiming	reclaim
was	endowing	endow
was	berating	berate
was	praising	praise
was	dressing	dress
was	trembling	tremble
was	legalizing	legalize
was	scolding	scold
was	approving	approve
was	rationalizing	rationalize
was	symbolizing	symbolize
was	zigzagging	zigzag
was	sauntering	saunter
was	sidestepping	sidestep
was	legitimizing	legitimize
was	starring	star
was	shuttering	shutter
was	holding	hold
was	circumnavigating	circumnavigate
was	soaking	soak
was	munching	munch
was	calling	call
was	outplaying	outplay
was	reiterating	reiterate
was	computing	compute
was	coping	cope
was	reconnecting	reconnect
was	arousing	arouse
was	dissolving	dissolve
was	retailing	retail
was	spewing	spew
was	attributing	attribute
was	staging	stage
was	ordering	order
was	enduring	endure
was	freaking	freak
was	dashing	dash
was	trickling	trickle
was	revisiting	revisit
was	sparring	spar
was	financing	finance
was	taunting	taunt
was	concocting	concoct
was	pouncing	pounce
was	pacifying	pacify
was	impregnating	impregnate
was	vying	vie
was	decapitating	decapitate
was	moaning	moan
was	spoiling	spoil
was	twittering	twitter
was	imbibing	imbibe
was	feigning	feign
was	reintroducing	reintroduce
was	citing	cite
was	swindling	swindle
was	debuting	debut
was	forcing	force
was	blocking	block
was	swiveling	swivel
was	marking	mark
