phrase	label
had infringe	0
had infringing	0
had compromised	1
had compromise	0
had compromising	0
had feasted	1
had feast	0
had feasting	0
had blared	1
had blare	0
had blaring	0
had whistled	1
had whistle	0
had whistling	0
had blackmailed	1
had blackmail	0
had blackmailing	0
had emulated	1
had emulate	0
had emulating	0
had abdicated	1
had abdicate	0
had abdicating	0
had commissioned	1
had commission	0
had commissioning	0
had depicted	1
had depict	0
had depicting	0
had strolled	1
had stroll	0
had strolling	0
had sipped	1
had sip	0
had sipping	0
had surveyed	1
had survey	0
had surveying	0
had confused	1
had confuse	0
had confusing	0
had detached	1
had detach	0
had detaching	0
had airlifted	1
had airlift	0
had airlifting	0
had decorated	1
had decorate	0
had decorating	0
had mutated	1
had mutate	0
had mutating	0
had entailed	1
had entail	0
had entailing	0
had volleyed	1
had volley	0
had volleying	0
had screamed	1
had scream	0
had screaming	0
had scoured	1
had scour	0
had scouring	0
had honoured	1
had honour	0
had honouring	0
had agitated	1
had agitate	0
had agitating	0
had prolonged	1
had prolong	0
had prolonging	0
had dabbed	1
had dab	0
had dabbing	0
had pooled	1
had pool	0
had pooling	0
had concurred	1
had concur	0
had concurring	0
had tipped	1
had tip	0
had tipping	0
had vaccinated	1
had vaccinate	0
had vaccinating	0
had grasped	1
had grasp	0
had grasping	0
had discarded	1
had discard	0
had discarding	0
had starved	1
had starve	0
had starving	0
had dotted	1
had dot	0
had dotting	0
had altered	1
had alter	0
had altering	0
had researched	1
had researching	0
had expended	1
had expend	0
had expending	0
had recited	1
had recite	0
had reciting	0
had aborted	1
had abort	0
had aborting	0
had woven	1
had weave	0
had weaving	0
had halved	1
had halve	0
had halving	0
had perished	1
had perish	0
had perishing	0
had rated	1
had rate	0
had rating	0
had reiterated	1
had reiterate	0
had reiterating	0
had tapered	1
had taper	0
had tapering	0
had pardoned	1
had pardon	0
had pardoning	0
had haunted	1
had haunt	0
had haunting	0
had ushered	1
had usher	0
had ushering	0
had diminished	1
had diminish	0
had diminishing	0
had retold	1
had retell	0
had retelling	0
had instructed	1
had instruct	0
had instructing	0
had possessed	1
had possess	0
had possessing	0
had aggravated	1
had aggravate	0
had aggravating	0
had flattened	1
had flatten	0
had flattening	0
had withstood	1
had withstand	0
had withstanding	0
had shoved	1
had shove	0
had shoving	0
had resetting	0
had consolidated	1
had consolidate	0
had consolidating	0
had clogged	1
had clog	0
had clogging	0
had darkened	1
had darken	0
had darkening	0
had manoeuvred	1
had manoeuvre	0
had manoeuvring	0
had obliged	1
had oblige	0
had obliging	0
had reaffirmed	1
had reaffirm	0
had reaffirming	0
had ravaged	1
had ravage	0
had ravaging	0
had ferried	1
had ferry	0
had ferrying	0
had capitulated	1
had capitulate	0
had capitulating	0
had serviced	1
had servicing	0
had proclaimed	1
had proclaim	0
had proclaiming	0
had cranked	1
had crank	0
had cranking	0
had peeled	1
had peel	0
had peeling	0
had isolated	1
had isolate	0
had isolating	0
had coughed	1
had cough	0
had coughing	0
had choked	1
had choke	0
had choking	0
had contaminated	1
had contaminate	0
had contaminating	0
had spelt	1
had spell	0
had spelling	0
had rammed	1
had ram	0
had ramming	0
had transported	1
had transport	0
had transporting	0
had disagreed	1
had disagree	0
had disagreeing	0
had complicated	1
had complicate	0
had complicating	0
had squinted	1
had squint	0
had squinting	0
had exclaimed	1
had exclaim	0
had exclaiming	0
had devised	1
had devise	0
had devising	0
had extorted	1
had extort	0
had extorting	0
had equaled	1
had equaling	0
had flopped	1
had flop	0
had flopping	0
had salvaged	1
had salvage	0
had salvaging	0
had fabricated	1
had fabricate	0
had fabricating	0
had saluted	1
had salute	0
had saluting	0
had impacted	1
had impacting	0
had footed	1
had footing	0
had harvested	1
had harvest	0
had harvesting	0
had slogged	1
had slog	0
had slogging	0
had hooked	1
had hook	0
had hooking	0
had composed	1
had compose	0
had composing	0
had tinkered	1
had tinker	0
had tinkering	0
had maneuvered	1
had maneuver	0
had maneuvering	0
had reconciled	1
had reconcile	0
had reconciling	0
had sucked	1
had suck	0
had sucking	0
had trotted	1
had trot	0
had trotting	0
had suffocated	1
had suffocate	0
had suffocating	0
had rethought	1
had rethink	0
had rethinking	0
had memorized	1
had memorize	0
had memorizing	0
had yanked	1
had yank	0
had yanking	0
had reasserted	1
had reassert	0
had reasserting	0
had speculated	1
had speculate	0
had speculating	0
had detonated	1
had detonate	0
had detonating	0
had reverted	1
had revert	0
had reverting	0
had overshadowed	1
had overshadow	0
had overshadowing	0
had buzzed	1
had buzz	0
had buzzing	0
had varied	1
had vary	0
had holed	1
had hole	0
had holing	0
had scaled	1
had scale	0
had scaling	0
had rehearsed	1
had rehearse	0
had rehearsing	0
had conveyed	1
had convey	0
had conveying	0
had dined	1
had dine	0
had dining	0
had adored	1
had adore	0
had adoring	0
had vetoed	1
had vetoing	0
had coded	1
had code	0
had coding	0
had unfolded	1
had unfold	0
had unfolding	0
had favoured	1
had favour	0
had favouring	0
had admired	1
had admire	0
had admiring	0
had intruded	1
had intrude	0
had intruding	0
had battered	1
had batter	0
had battering	0
had quarantined	1
had quarantine	0
had quarantining	0
had chanted	1
had chant	0
had chanting	0
had trashed	1
had trash	0
had trashing	0
had stalked	1
had stalk	0
had stalking	0
had harmed	1
had harm	0
had harming	0
had conflated	1
had conflate	0
had conflating	0
had fluttered	1
had flutter	0
had fluttering	0
had taped	1
had taping	0
had positioned	1
had position	0
had positioning	0
had departed	1
had depart	0
had departing	0
had shattered	1
had shatter	0
had shattering	0
had popped	1
had popping	0
had predated	1
had predate	0
had predating	0
had ridiculed	1
had ridicule	0
had ridiculing	0
had accumulated	1
had accumulate	0
had accumulating	0
had manned	1
had man	0
had manning	0
had shelled	1
had shell	0
had shelling	0
had disputed	1
had dispute	0
had disputing	0
had shortened	1
had shorten	0
had shortening	0
had backfired	1
had backfire	0
had backfiring	0
had seethed	1
had seethe	0
had seething	0
had pretended	1
had pretend	0
had pretending	0
had elevated	1
had elevate	0
had elevating	0
had inferred	1
had infer	0
had inferring	0
had trimmed	1
had trim	0
had trimming	0
had induced	1
had induce	0
had inducing	0
had grossed	1
had grossing	0
had stemmed	1
had stem	0
had stemming	0
had overdosed	1
had overdose	0
had overdosing	0
had stiffened	1
had stiffen	0
had stiffening	0
had trebled	1
had treble	0
had trebling	0
had overplayed	1
had overplay	0
had overplaying	0
had aroused	1
had arouse	0
had arousing	0
had mobilized	1
had mobilize	0
had mobilizing	0
had maximized	1
had maximize	0
had maximizing	0
had blunted	1
had blunting	0
had lengthened	1
had lengthen	0
had lengthening	0
had scared	1
had scare	0
had scaring	0
had relaxed	1
had relax	0
had relaxing	0
had overheated	1
had overheat	0
had overheating	0
had propelled	1
had propel	0
had propelling	0
had waged	1
had wage	0
had waging	0
had hobbled	1
had hobble	0
had hobbling	0
had flirted	1
had flirt	0
had flirting	0
had balanced	1
had balance	0
had balancing	0
had contravened	1
had contravene	0
had contravening	0
had defrauded	1
had defraud	0
had defrauding	0
had foraged	1
had forage	0
had foraging	0
had sagged	1
had sag	0
had sagging	0
had ventured	1
had venture	0
had venturing	0
had forfeited	1
had forfeit	0
had forfeiting	0
had disinfected	1
had disinfect	0
had disinfecting	0
had disseminated	1
had disseminate	0
had disseminating	0
had embroiled	1
had embroil	0
had embroiling	0
had drilled	1
had drill	0
had drilling	0
had retreated	1
had retreat	0
had retreating	0
had desecrated	1
had desecrate	0
had desecrating	0
had cropped	1
had crop	0
had cropping	0
had erected	1
had erect	0
had erecting	0
had repatriated	1
had repatriate	0
had repatriating	0
had spooked	1
had spook	0
had spooking	0
had reimbursed	1
had reimburse	0
had reimbursing	0
had stitched	1
had stitch	0
had stitching	0
had inhaled	1
had inhale	0
had inhaling	0
had pounced	1
had pounce	0
had pouncing	0
had forgiven	1
had forgive	0
had forgiving	0
had hatched	1
had hatch	0
had hatching	0
had cleansed	1
had cleanse	0
had cleansing	0
had telephoned	1
had telephoning	0
had postponed	1
had postpone	0
had postponing	0
had compiled	1
had compile	0
had compiling	0
had renewed	1
had renew	0
had renewing	0
had whisked	1
had whisk	0
had whisking	0
had lashed	1
had lash	0
had lashing	0
had revoked	1
had revoke	0
had revoking	0
had flanked	1
had flank	0
had flanking	0
had disowned	1
had disown	0
had disowning	0
had blanketed	1
had blanket	0
had blanketing	0
had remodeled	1
had remodel	0
had remodeling	0
had disenfranchised	1
had disenfranchise	0
had disenfranchising	0
had softened	1
had soften	0
had softening	0
had irrigated	1
had irrigate	0
had irrigating	0
had disguised	1
had disguise	0
had disguising	0
had overpaid	1
had overpay	0
had overpaying	0
had vindicated	1
had vindicate	0
had vindicating	0
had energized	1
had energize	0
had energizing	0
had teamed	1
had teaming	0
had strangled	1
had strangle	0
had strangling	0
had erased	1
had erase	0
had erasing	0
had formulated	1
had formulate	0
had formulating	0
had debuted	1
had debut	0
had debuting	0
had waived	1
had waive	0
had waiving	0
had imbued	1
had imbue	0
had imbuing	0
had billed	1
had billing	0
had digested	1
had digest	0
had digesting	0
had derived	1
had derive	0
had deriving	0
had shielded	1
had shield	0
had shielding	0
had alienated	1
had alienate	0
had alienating	0
had pared	1
had pare	0
had paring	0
had scrutinized	1
had scrutinize	0
had scrutinizing	0
had gravitated	1
had gravitate	0
had gravitating	0
had entertained	1
had entertain	0
had entertaining	0
had impeached	1
had impeach	0
had impeaching	0
had equipped	1
had equip	0
had equipping	0
had flushed	1
had flush	0
had flushing	0
had resonated	1
had resonate	0
had resonating	0
had fomented	1
had foment	0
had fomenting	0
had flashed	1
had flash	0
had prescribed	1
had prescribe	0
had prescribing	0
had deducted	1
had deduct	0
had deducting	0
had bothered	1
had bother	0
had bothering	0
had remedied	1
had remedy	0
had remedying	0
had bowed	1
had bow	0
had bowing	0
had whittled	1
had whittle	0
had whittling	0
had discriminated	1
had discriminate	0
had discriminating	0
had relegated	1
had relegate	0
had relegating	0
had evicted	1
had evict	0
had evicting	0
had commanded	1
had commanding	0
had modelled	1
had model	0
had modelling	0
had reactivated	1
had reactivate	0
had reactivating	0
had framed	1
had frame	0
had framing	0
had differed	1
had differ	0
had exerted	1
had exert	0
had exerting	0
had culminated	1
had culminate	0
had culminating	0
had razed	1
had raze	0
had razing	0
had incorporated	1
had incorporate	0
had incorporating	0
had calibrated	1
had calibrate	0
had calibrating	0
had honed	1
had hone	0
had honing	0
had strung	1
had string	0
had stringing	0
had swatted	1
had swat	0
had swatting	0
had wielded	1
had wield	0
had wielding	0
had endowed	1
had endow	0
had endowing	0
had zipped	1
had zipping	0
had proliferated	1
had proliferate	0
had proliferating	0
had intimidated	1
had intimidate	0
had intimidating	0
had shone	1
had shine	0
had shining	0
had amplified	1
had amplify	0
had amplifying	0
had ripped	1
had rip	0
had ripping	0
had mourned	1
had mourn	0
had mourning	0
had mined	1
had licked	1
had lick	0
had licking	0
had trounced	1
had trounce	0
had trouncing	0
had applauded	1
had applaud	0
had applauding	0
had verified	1
had verify	0
had verifying	0
had slumped	1
had slump	0
had slumping	0
had deserted	1
had desert	0
had deserting	0
had slunk	1
had slink	0
had slinking	0
had forbidden	1
had forbid	0
had forbidding	0
had skimmed	1
had skim	0
had skimming	0
had evaporated	1
had evaporate	0
had evaporating	0
had tightened	1
had tighten	0
had tightening	0
had condoned	1
had condone	0
had condoning	0
had allayed	1
had allay	0
had allaying	0
had rebelled	1
had rebel	0
had rebelling	0
had prospered	1
had prosper	0
had prospering	0
had smoothed	1
had smoothing	0
had snarled	1
had snarl	0
had snarling	0
had furthered	1
had furthering	0
had overdone	1
had overdo	0
had overdoing	0
had exhumed	1
had exhume	0
had exhuming	0
had paraphrased	1
had paraphrase	0
had paraphrasing	0
had encompassed	1
had encompass	0
had encompassing	0
had sniffed	1
had sniff	0
had sniffing	0
had poked	1
had poke	0
had poking	0
had officiated	1
had officiate	0
had officiating	0
had ordained	1
had ordain	0
had ordaining	0
had obscured	1
had obscure	0
had obscuring	0
had bruised	1
had bruise	0
had recaptured	1
had recapture	0
had recapturing	0
had adorned	1
had adorn	0
had adorning	0
had phoned	1
had phoning	0
had objected	1
had object	0
had objecting	0
had hurried	1
had hurry	0
had hurrying	0
had sprinkled	1
had sprinkle	0
had sprinkling	0
had downed	1
had downing	0
had enlightened	1
had enlighten	0
had enlightening	0
had budged	1
had budge	0
had budging	0
had ticked	1
had tick	0
had ticking	0
had delighted	1
had delight	0
had delighting	0
had outlasted	1
had outlast	0
had outlasting	0
had invented	1
had invent	0
had inventing	0
had monetized	1
had monetize	0
had monetizing	0
had amended	1
had amend	0
had amending	0
had undertaken	1
had undertake	0
had undertaking	0
had hoisted	1
had hoist	0
had hoisting	0
had perverted	1
had pervert	0
had perverting	0
had restated	1
had restate	0
had restating	0
had articulated	1
had articulate	0
had articulating	0
had whacked	1
had whack	0
had whacking	0
had bludgeoned	1
had bludgeon	0
had bludgeoning	0
had complemented	1
had complement	0
had complementing	0
had prodded	1
had prod	0
had prodding	0
had personalized	1
had personalize	0
had personalizing	0
had squandered	1
had squander	0
had squandering	0
had scraped	1
had scrape	0
had scraping	0
had crafted	1
had craft	0
had crafting	0
had culled	1
had cull	0
had culling	0
had envisioned	1
had envision	0
had envisioning	0
had wafted	1
had waft	0
had wafting	0
had narrated	1
had narrate	0
had narrating	0
had thrashed	1
had thrash	0
had thrashing	0
had obsessed	1
had obsess	0
had obsessing	0
had buoyed	1
had buoy	0
had buoying	0
had ambushed	1
had ambush	0
had ambushing	0
had hastened	1
had hasten	0
had hastening	0
had muttered	1
had mutter	0
had muttering	0
had spoilt	1
had spoil	0
had spoiling	0
had nabbed	1
had nab	0
had nabbing	0
had resided	1
had reside	0
had residing	0
had cladding	0
had nestled	1
had nestle	0
had nestling	0
had functioned	1
had function	0
had shuttered	1
had shutter	0
had shuttering	0
had reciprocated	1
had reciprocate	0
had reciprocating	0
had soaked	1
had soak	0
had soaking	0
had trickled	1
had trickle	0
had trickling	0
had disallowed	1
had disallow	0
had disallowing	0
had pieced	1
had piece	0
had piecing	0
had fluctuated	1
had fluctuate	0
had fluctuating	0
had strained	1
had strain	0
had straining	0
had mugged	1
had mug	0
had mugging	0
had throttled	1
had throttle	0
had throttling	0
had subsided	1
had subside	0
had subsiding	0
had legalized	1
had legalize	0
had legalizing	0
had underestimated	1
had underestimate	0
had underestimating	0
had purred	1
had purr	0
